__pk_jt_ScreenElement_ScreenElement_ID,_fk_Graphic_ID #override,Embedding Information Level,_fk_ScreenElement_ID #embedded,_fk_ScreenElement_ID #embedding,_fk_ScreenLabel_ID #override,Position,Data Path,Suggested Data Path,Data Path Description
"2360275","","0","2163849","2163128","","G04","unknown994","N/A",""
"2360276","","0","2163011","2163096","","B01","computed.recent_events.value","table_ooi",""
"2360277","","0","2163052","2163850","","B01","platforms","table_ooi",""
"2360278","","0","2163851","2163135","","G01","unknown732","N/A",""
"2360279","","0","2163053","2163851","","B01","data_products","table_ooi",""
"2360280","","0","2163008","2163853","","B01","policies","table_ooi","policies in effect the org"
"2360281","","0","2163024","2163854","","B01","instruments_not_deployed","table_ooi","instruments the org has but that are not deployed"
"2360282","","0","2163856","2164487","","G01","unknown_0282","N/A","filter set on ""open"" negotiations"
"2360283","","0","2164661","2163856","","B01","open_requests","table_ooi","list of all negotiations associated with the user except for enrollment requests"
"2360284","","0","2163857","2163148","","G01","unknown738","N/A",""
"2360285","","0","2163859","2164031","","G01","unknown739","N/A",""
"2360286","","0","2163481","2163859","","B01","attachments","table_ooi",""
"2360287","","0","2163860","2163130","","G05","unknown1027","N/A",""
"2360288","","0","2163024","2163860","","B01","instrument_devices","table_ooi",""
"2360290","","0","2163575","2163861","","B02","unknown411","table_ooi",""
"2360292","","0","2163764","2163863","","B01","unknown238","table_ooi",""
"2360293","","0","2163008","2163039","","B01","policies","table_ooi",""
"2360294","","0","2163008","2163480","","B01","policies","table_ooi",""
"2360295","","0","2163480","2164570","","G15","unknown1049","N/A",""
"2360296","","0","2163008","2163080","","B01","unknown169","table_ooi",""
"2360297","","0","2163008","2163107","","B15","unknown647","table_ooi",""
"2360298","","0","2163008","2163108","","B15","unknown648","table_ooi",""
"2360299","","0","2163008","2163784","","B15","policies","table_ooi",""
"2360300","","0","2163865","2164570","","G15","unknown1052","N/A",""
"2360301","","0","2163008","2163865","","B01","policies","table_ooi",""
"2360302","","0","2163011","2163081","","B01","computed.recent_events.value","table_ooi","all the events that this user has created"
"2360303","","0","2163011","2163109","","B01","computed.recent_events.value","table_ooi",""
"2360304","","0","2163011","2163786","","B01","computed.recent_events.value","table_ooi",""
"2360305","","0","2163011","2163110","","B01","computed.recent_events.value","table_ooi",""
"2360306","","0","2163011","2163866","","B02","computed.recent_events.value","table_ooi",""
"2360307","","0","2163866","2163126","","G01","unknown743","N/A",""
"2360308","","0","2163867","2163014","","B01","sensor_devices","table_ooi","sensors marked as ""engineering"""
"2360309","","0","2163867","2163849","","B01","sensor_devices","table_ooi","sensors marked as ""science"""
"2360310","","0","2163867","2163045","","B01","unknown249","table_ooi","sensors marked as ""engineering"""
"2360311","","0","2163868","2163128","","G04","unknown998","N/A",""
"2360312","","0","2163867","2163868","","B01","sensor_devices","table_ooi",""
"2360313","","0","2163481","2163876","","B01","attachments","table_ooi",""
"2360314","","0","2163876","2164031","","G01","unknown_0314","N/A",""
"2360315","","0","2163481","2163877","","B01","unknown224","table_ooi","show 10 most recent; all the rest on drilldown"
"2360316","","0","2163877","2164031","","G01","unknown747","N/A",""
"2360317","","0","2163002","2163038","","B01","unknown161","table_ooi","primary, non-derived engineering dataproduct for this resource"
"2360318","","0","2163884","2162999","","B03","resource.contacts.1","attribute_group_ooi"," "
"2360319","","2","2163885","2163884","","A04","street_address","attribute_group_ooi (2163884): contact_information.street_address",""
"2360320","","0","2163887","2163884","","A03","email","attribute_group_ooi (2163884): contact_information.email",""
"2360321","","2","2163889","2163884","","A06","administrative_area","attribute_group_ooi (2163884): contact_information.administrative_area",""
"2360322","","0","2163891","2163884","","A01","individual_names_given","attribute_group_ooi (2163884): contact_information.individual_names_given",""
"2360323","","0","2163890","2163884","","A02","individual_name_family","attribute_group_ooi (2163884): contact_information.individual_name_family",""
"2360324","","0","2163893","2163884","","A09","phones.0.phone_type","attribute_group_ooi (2163884): phone.phone_type",""
"2360325","","0","2163892","2163884","","A08","phones.0.phone_number","attribute_group_ooi (2163884): phone.phone_number",""
"2360326","","2","2162522","2163481","","T06","ts_created","table_ooi (2163481): attachment.ts_created",""
"2360327","","0","2162644","2163481","","T08","ts_updated","table_ooi (2163481): attachment.ts_updated",""
"2360328","","0","2161341","2163481","","T10","content_type","table_ooi (2163481): attachment.content_type",""
"2360329","","0","2160455","2163481","","T05","description","table_ooi (2163481): attachment.description",""
"2360330","","2","2163895","2163481","","T07","created_by","table_ooi (2163481): attachment.created_by",""
"2360331","","2","2163896","2163481","","T09","modified_by","table_ooi (2163481): attachment.modified_by",""
"2360332","","0","2163824","2163900","","L01","unknown1061","tile_ooi",""
"2360335","","0","2163906","2163901","","B04","deployed_site.constraint_list.0","focal_resource.GeospatialBounds","The horizontal bounds of the InstrumentSite"
"2360336","","0","2163852","2163136","","G02","unknown877","N/A",""
"2360337","","0","2163919","2163845","","L04","unknown1078","list_ooi (2163845): event.description",""
"2360338","","0","2163919","2163842","","L04","unknown1079","list_ooi (2163842): event.description","event name"
"2360339","","0","2161399","2163842","","L03","unknown1074","list_ooi (2163842): resource.name",""
"2360340","","0","2163908","2163842","","L02","unknown1072","list_ooi (2163842): event.ts_created",""
"2360341","","0","2163820","2163909","","L01","unknown1059","tile_ooi","any attachment that has been uploaded of type image"
"2360342","","0","2163909","2163823","","B01","unknown255","list_ooi",""
"2360343","","0","2163821","2163910","","L01","unknown1060","tile_ooi",""
"2360344","","0","2163910","2163839","","B01","unknown256","list_ooi",""
"2360345","","0","2163908","2163011","","T03","ts_created","table_ooi (2163011): event.ts_created",""
"2360346","","0","2163919","2163011","","T08","computed.recent_events.computed_list.@index.event_summary","table_ooi (2163011): event.description",""
"2360347","","0","2163829","2163824","","T01","unknown1098","list_ooi (2163900):tile_ooi (2163824): attachment.content","matlab plot - var associated with event, plotted over time"
"2360348","","0","2161410","2163824","","T02","unknown1103","list_ooi (2163900):tile_ooi (2163824): data_product.name",""
"2360349","","0","2162583","2163824","","T04","unknown1146","list_ooi (2163900):tile_ooi (2163824): event.ts_created",""
"2360350","","0","2163900","2163846","","B03","unknown503","list_ooi","any notifications i have received"
"2360351","","0","2160400","2163818","","T04","unknown1136","table_ooi (2163818): data_product.description",""
"2360352","","2","2163155","2163927","","C01","unknown653","N/A",""
"2360353","","2","2163133","2163927","","C00","unknown652","N/A",""
"2360354","","0","2161396","2163063","2090389","B02","resource.name","resource.name",""
"2360355","","0","2164623","2163084","2090772","B03","unknown501","phone.phone_number","sms number"
"2360356","","0","2164290","2163063","","B09","computed.power_status_roll_up.value","image_ooi",""
"2360357","","0","2164288","2163063","","B10","computed.communications_status_roll_up.value","image_ooi",""
"2360358","","0","2164291","2163063","","B12","computed.location_status_roll_up.value","image_ooi",""
"2360359","","0","2164289","2163063","","B11","computed.data_status_roll_up.value","image_ooi",""
"2360360","","0","2163929","2163031","","B01","unknown257","N/A",""
"2360361","","0","2161395","2163031","2090389","B02","resource.name","resource.name",""
"2360362","","0","2161070","2163031","2090389","B07","resource.lcstate","resource.lcstate",""
"2360363","","0","2163901","2163123","","G03","unknown879","N/A",""
"2360364","","0","2163884","2162999","","B05","resource.contacts.1","attribute_group_ooi","i"
"2360365","","0","2163933","2163000","","B01","unknown260","list_ooi","list of latest value for each variable in primary dataproduct    "
"2360366","","0","2163320","2163933","","L01","unknown1058","list_ooi (2163933): parameter.standard_name",""
"2360367","","0","2162955","2163933","","L02","unknown1070","list_ooi (2163933): parameter_characteristics_report.value",""
"2360368","","0","2162819","2163933","","L03","unknown1076","list_ooi (2163933): parameter_characteristics_report.units",""
"2360369","","0","2163320","2163935","","C02","unknown660","chart_ooi (2163935): parameter.standard_name",""
"2360370","","0","2162955","2163935","","C03","unknown670","chart_ooi (2163935): parameter_characteristics_report.value",""
"2360371","","0","2162819","2163935","","C04","unknown671","chart_ooi (2163935): parameter_characteristics_report.units",""
"2360373","","2","2160912","2164854","","B08","instrument_model.instrument_classes_supported","instrument_model.instrument_classes_supported",""
"2360374","","0","2161238","2164852","2090370","B02","instrument_model.manufacturer_url","instrument_model.manufacturer_url",""
"2360375","","2","2162091","2163010","","B03","instrument_model.power_supply_voltage_minimum","instrument_model.power_supply_voltage_minimum",""
"2360376","","2","2162092","2163010","","B04","instrument_model.power_supply_voltage_maximum","instrument_model.power_supply_voltage_maximum",""
"2360377","","0","2162967","2163010","","B05","instrument_model.voltage","instrument_model.voltage",""
"2360378","","0","2162974","2163010","","B06","instrument_model.wattage","instrument_model.wattage",""
"2360379","","0","2162984","2163009","","B04","instrument_model.weight","instrument_model.weight",""
"2360380","","0","2163343","2163009","","B02","instrument_model.height","instrument_model.height",""
"2360381","","0","2163344","2163009","","B03","instrument_model.length","instrument_model.length",""
"2360382","","0","2163347","2163009","","B01","instrument_model.width","instrument_model.width",""
"2360383","","0","2163585","2164854","","B04","instrument_model.clock_max_drift","instrument_model.clock_max_drift",""
"2360384","","0","2163643","2163010","","B08","instrument_model.internal_battery","instrument_model.internal_battery",""
"2360385","","2","2160450","2163005","","B03","agent_instance.description","instrument_agent_instance.description",""
"2360386","","0","2160472","2163008","","T04","unknown1139","table_ooi (2163008): policy.description",""
"2360387","","0","2163123","2163154","","V01","unknown1261","N/A",""
"2360388","","0","2163967","2163966","","01","unknown56","radiobutton_ooi",""
"2360389","","0","2163968","2163966","","B02","unknown423","radiobutton_ooi",""
"2360390","","0","2163978","2163565","","B01","unknown272","N/A",""
"2360391","","0","2161417","2163565","2090389","B02","resource.name","resource.name",""
"2360392","","0","2161091","2163565","2090389","B05","resource.lcstate","resource.lcstate",""
"2360393","","0","2163980","2163790","","B01","resource.name","N/A",""
"2360394","","0","2161400","2163790","2090389","B02","resource.name","resource.name",""
"2360395","","0","2161071","2163790","2090389","B06","resource.lcstate","resource.lcstate",""
"2360398","","0","2163293","2163795","2090389","B02","resource.name","resource.name",""
"2360399","","0","2163282","2163795","","B05","resource.lcstate","resource.lcstate",""
"2360400","","2","2163133","2163154","","V00","unknown1257","N/A",""
"2360401","","0","2160465","2163083","","T06","description","table_ooi (2163083): resource.description",""
"2360402","","0","2163294","2163996","2090389","B02","unknown406","resource.name",""
"2360403","","0","2163997","2163996","","B01","unknown279","N/A",""
"2360404","","0","2163996","2163133","","G01","unknown749","N/A",""
"2360405","","0","2163995","2163123","","G01","unknown748","N/A",""
"2360406","","0","2163294","2163995","","B01","unknown216","resource.name",""
"2360407","","0","2162615","2163995","","B03","unknown474","resource.ts_updated",""
"2360408","","0","2164005","2164004","","B01","unknown281","N/A",""
"2360409","","0","2161397","2164004","2090389","B02","resource.name","resource.name",""
"2360410","","0","2161102","2164004","2090389","B05","resource.lcstate","resource.lcstate",""
"2360411","","0","2161397","2164006","","B01","resource.name","resource.name",""
"2360412","","2","2162481","2164006","","B08","resource.ts_created","resource.ts_created",""
"2360413","","0","2161459","2164006","2090827","B04","site.name","platform_site.name","Station the deployment is assigned to"
"2360415","","0","2160415","2164008","","B01","unknown95","resource.description",""
"2360416","","0","2163884","2164009","","B03","resource.contacts.1","attribute_group_ooi","primary_contact for the deployment"
"2360417","","","2163884","2164009","","B05","resource.contacts.1","attribute_group_ooi","alternate_contact for the deployment"
"2360418","","0","2163052","2164010","","B01","platform_devices","table_ooi",""
"2360419","","0","2163024","2164011","","B01","instrument_devices","table_ooi",""
"2360420","","0","2163008","2164012","","B01","unknown171","table_ooi",""
"2360421","","0","2163011","2164013","","B01","computed.recent_events.value","table_ooi",""
"2360422","","0","2164014","2163123","","G02","unknown934","N/A",""
"2360423","","0","2161399","2163993","","T05","name","table_ooi (2163993): resource.name",""
"2360424","","0","2164252","2163993","","T04","type_","table_ooi (2163993): resource.type_",""
"2360425","","0","2161153","2163993","2090006","T13","lcstate","table_ooi (2163993): resource.lcstate",""
"2360426","","0","2163072","2163992","","G01","unknown698","N/A",""
"2360427","","0","2161398","2164017","","B01","unknown116","resource.name",""
"2360428","","0","2161235","2164017","","B02","unknown366","device_model.manufacturer",""
"2360429","","2","2162400","2164017","","B07","unknown622","resource.serial_number",""
"2360432","","0","2164021","2163901","","B05","deployed_site.constraint_list.0","focal_resource.GeospatialBounds","The vertical bounds of the InstrumentSite"
"2360435","","0","2160388","2164022","","B01","unknown90","resource.description",""
"2360436","","0","2163884","2164023","","B03","resource.contacts.1","attribute_group_ooi","Primary Contact"
"2360437","","0","2163884","2164023","","B05","resource.contacts.1","attribute_group_ooi",""
"2360439","","0","2163933","2164024","","B01","unknown261","list_ooi","list of latest value for each variable in primary dataproduct    "
"2360441","","0","2163001","2164025","","B03","unknown476","attribute_group_ooi",""
"2360442","","0","2163001","2164026","","B01","unknown157","attribute_group_ooi","primary, non-derived engineering dataproduct for this resource"
"2360444","","0","2163002","2164027","","B01","unknown162","table_ooi",""
"2360448","","0","2162989","2164028","","B01","unknown153","device_model.width",""
"2360449","","0","2161192","2164028","","B02","unknown364","device_model.length",""
"2360450","","0","2162979","2164028","","B04","unknown538","device_model.weight",""
"2360451","","0","2160766","2164028","","B03","unknown461","device_model.height",""
"2360453","","0","2161237","2164029","","B01","unknown111","device_model.manufacturer_url",""
"2360454","","0","2163008","2164030","","B01","unknown172","table_ooi",""
"2360455","","0","2164853","2163152","","V07","unknown1326","N/A",""
"2360456","","0","2163011","2164032","","B01","computed.recent_events.value","table_ooi",""
"2360458","","2","2163320","2164033","","T05","","table_ooi (2164033): parameter.standard_name",""
"2360460","","2","2164037","2164033","","T04","","table_ooi (2164033): parameter.long_name",""
"2360461","","2","2164038","2164033","","T03","name","table_ooi (2164033): parameter.ooi_short_name",""
"2360462","","0","2164042","2164033","","T20","description","table_ooi (2164033): parameter.description",""
"2360463","","0","2162819","2164033","","T11","units","table_ooi (2164033): parameter_characteristics_report.units",""
"2360465","","0","2161235","2164064","","B02","resource.manufacturer","resource.manufacturer",""
"2360466","","0","2164064","2163123","","G01","unknown764","N/A",""
"2360467","","0","2160436","2164065","","B01","resource.description","resource.description",""
"2360468","","0","2164065","2163123","","G04","unknown886","N/A",""
"2360469","","0","2163884","2164066","","B03","resource.contacts.1","attribute_group_ooi",""
"2360471","","0","2160766","2164068","","B02","resource.height","resource.height",""
"2360472","","0","2161192","2164068","","B03","resource.length","resource.length",""
"2360473","","0","2162989","2164068","","B01","resource.width","resource.width",""
"2360474","","0","2162979","2164068","","B04","resource.weight","resource.weight",""
"2360475","","0","2164069","2163133","","G01","unknown766","N/A",""
"2360476","","0","2164070","2164069","","B01","unknown285","N/A",""
"2360477","","0","2161447","2164069","2090389","B02","resource.name","resource.name",""
"2360478","","0","2163992","2163152","","V02","unknown1275","N/A",""
"2360482","","0","2160029","2163024","","T02","computed.instrument_status.value.@index","table_ooi (2163024): instrument_device.aggregated_status",""
"2360488","","0","2164079","2163123","","G01","unknown768","N/A",""
"2360489","","0","2161416","2164079","","B02","resource.name","site.name",""
"2360490","","2","2163959","2164080","","A01","geospatial_geodetic_crs","attribute_group_ooi (2163001):text_short_ooi (2163959): geospatial_coordinate_reference_system.geospatial_geodetic_crs",""
"2360491","","2","2163963","2164080","","A04","geospatial_vertical_crs","attribute_group_ooi (2163001):text_short_ooi (2163963): geospatial_coordinate_reference_system.geospatial_vertical_crs",""
"2360492","","2","2163960","2164080","","A03","geospatial_longitude_units","attribute_group_ooi (2163001):text_short_ooi (2163960): geospatial_coordinate_reference_system.geospatial_longitude_units",""
"2360493","","2","2163961","2164080","","A02","geospatial_latitude_units","attribute_group_ooi (2163001):text_short_ooi (2163961): geospatial_coordinate_reference_system.geospatial_latitude_units",""
"2360494","","2","2163962","2164080","","A05","geospatial_vertical_units","attribute_group_ooi (2163001):text_short_ooi (2163962): geospatial_coordinate_reference_system.geospatial_vertical_units",""
"2360495","","2","2164081","2164080","","A06","geospatial_vertical_positive","attribute_group_ooi (2163001):attribute_group_ooi (2164080): geospatial_coordinate_reference_system.geospatial_vertical_positive",""
"2360496","","2","2164080","2163901","","B06","deployed_site.coordinate_reference_system","attribute_group_ooi","Reference system used to specify the bounds for the site on which the instrument is deployed"
"2360497","","0","2164387","2163901","","B07","deployed_site.constraint_list.1","focal_resource.TemporalBounds","The temporal bounds of the InstrumentSite"
"2360500","","0","2164084","2163123","","G03","unknown887","N/A",""
"2360501","","0","2163609","2164084","","B03","resource.constraint_list.0","focal_resource.GeospatialBounds","The horizontal bounds of the Site"
"2360502","","0","2164086","2164084","","B04","resource.constraint_list.0","focal_resource.GeospatialBounds","The vertical bounds of the Site"
"2360503","","2","2164080","2164084","","B05","resource.coordinate_reference_system","attribute_group_ooi",""
"2360505","","0","2160406","2164087","","B02","resource.description","site.description",""
"2360506","","0","2164087","2163123","","G04","unknown937","N/A",""
"2360507","","0","2163884","2164088","","B03","resource.contacts.1","attribute_group_ooi","Primary Contact"
"2360508","","0","2163884","2164088","","B05","resource.contacts.1","attribute_group_ooi","alternate_contact for the site"
"2360509","","0","2164088","2163123","","G05","unknown1004","N/A",""
"2360510","","0","2163024","2164090","","B01","instrument_devices","table_ooi","instruments at this site"
"2360511","","0","2164090","2163130","","G01","unknown_0511","N/A",""
"2360512","","0","2163052","2164092","","B01","platform_devices","table_ooi",""
"2360513","","0","2160028","2163052","","T03","computed.platform_status.value.@index","table_ooi (2163052): computed.aggregated_status",""
"2360515","","0","2162061","2163052","2090850","T13","platform_models.@index.platform_family","table_ooi (2163052): platform_model.platform_family",""
"2360516","","0","2163011","2164096","","B01","computed.recent_events.value","table_ooi",""
"2360517","","0","2164096","2163126","","G06","unknown_0517","N/A",""
"2360518","","0","2162454","2164017","","B05","unknown580","resource.ts_created",""
"2360519","","0","2162576","2164017","","B06","unknown609","resource.ts_updated",""
"2360520","","2","2162502","2164064","","B04","resource.ts_created","resource.ts_created",""
"2360521","","2","2162624","2164064","","B05","resource.ts_updated","resource.ts_updated",""
"2360522","","2","2162468","2164079","","B04","resource.ts_created","site.ts_created",""
"2360523","","2","2162590","2164079","","B05","resource.ts_updated","site.ts_updated",""
"2360524","","0","2161398","2163867","2090792","T16","unknown1242","table_ooi (2163867): device.name","name of instrument or platform sensor is on"
"2360525","","1","2162591","2163867","","T13","unknown1226","table_ooi (2163867): sensor_device.ts_updated",""
"2360526","","0","2164097","2163867","","T02","unknown1113","table_ooi (2163867): sensor_device.aggregated_status",""
"2360533","","0","2161090","2163867","","T15","lcstate","table_ooi (2163867): sensor_device.lcstate",""
"2360534","","0","2161394","2163867","","T10","name","table_ooi (2163867): sensor_device.name",""
"2360536","","0","2164103","2164102","","B01","unknown431","N/A",""
"2360537","","0","2161453","2164102","2090389","B02","resource.name","resource.name",""
"2360538","","0","2161129","2164102","2090389","B05","resource.lcstate","resource.lcstate",""
"2360539","","0","2164290","2164102","","B06","computed.power_status_roll_up.value","image_ooi",""
"2360540","","0","2164288","2164102","","B07","computed.communications_status_roll_up.value","image_ooi",""
"2360541","","0","2164102","2163133","","G01","unknown776","N/A",""
"2360542","","0","2163481","2164105","","B01","attachments","table_ooi",""
"2360543","","0","2164106","2164031","","G01","unknown_0543","N/A",""
"2360544","","0","2163481","2164106","","B01","attachments","table_ooi",""
"2360545","","0","2163008","2164107","","B01","policies","table_ooi",""
"2360546","","","2164107","2164570","","G15","unknown1053","N/A",""
"2360550","","0","2161443","2164104","","B01","resource.name","resource.name",""
"2360551","","2","2162498","2164104","","B02","resource.ts_created","resource.ts_created",""
"2360552","","2","2162620","2164104","","B03","resource.ts_updated","resource.ts_updated",""
"2360553","","0","2164104","2163123","","G01","unknown777","N/A",""
"2360555","","0","2160432","2164110","","B01","resource.description","resource.description",""
"2360556","","0","2164110","2163123","","G04","unknown938","N/A",""
"2360557","","0","2163884","2164112","","B03","resource.contacts.1","attribute_group_ooi","Primary Contact"
"2360558","","0","2163884","2164112","","B05","resource.contacts.1","attribute_group_ooi","Alternate Contact"
"2360559","","0","2164112","2163123","","G05","unknown1005","N/A",""
"2360560","","0","2164111","2164114","","G03","unknown939","N/A",""
"2360561","","0","2160432","2164115","","B02","resource.description","resource.description",""
"2360562","","0","2161467","2164115","","B01","resource.name","resource.name","if possible, link to attachment file that contains the code for the algorithm"
"2360564","","0","2163481","2164117","","B01","attachments","table_ooi",""
"2360565","","0","2164117","2164031","","G01","unknown781","N/A",""
"2360566","","0","2163951","2164033","","T16","value_encoding","table_ooi (2164033): parameter.cdm_data_type",""
"2360567","","0","2164124","2164123","","T02","unknown1114","text_short_ooi",""
"2360568","","0","2162955","2164123","","T03","unknown1126","text_short_ooi",""
"2360569","","0","2162819","2164123","","T04","unknown1148","text_short_ooi",""
"2360570","","0","2163950","2164123","","T05","unknown1170","text_short_ooi",""
"2360571","","0","2163949","2164123","","T06","unknown1184","text_short_ooi",""
"2360572","","2","2163953","2164123","","T07","unknown1196","text_short_ooi",""
"2360573","","2","2164042","2164123","","T08","unknown1208","text_extended_ooi",""
"2360574","","0","2163008","2164126","","B01","policies","table_ooi",""
"2360575","","0","2164126","2164570","","G15","unknown1054","N/A",""
"2360576","","0","2164127","2163126","","G01","unknown782","N/A",""
"2360577","","0","2163011","2164127","","B01","computed.recent_events.value","table_ooi",""
"2360579","","0","2164114","2163152","","V02","unknown1278","N/A",""
"2360580","","0","2161402","2164129","","T05","name","table_ooi (2164129): data_process.name",""
"2360581","","0","2164129","2164111","","B01","data_processes","table_ooi","running instances of this dataprocessdefinition"
"2360582","","0","2161457","2164130","","T01","name","table_ooi (2164130): stream_definition.name",""
"2360583","","0","2164130","2164120","","B01","output_stream_definitions","table_ooi","output stream- name should be descriptive"
"2360584","","0","2164130","2164119","","B01","input_stream_definitions","table_ooi","input stream - name should be descriptive"
"2360585","","0","2161410","2164132","2090438","T02","name","table_ooi (2164132): data_product.name","dataproduct this process produced"
"2360586","","0","2161402","2164132","2090439","T01","data_processes.@index.name","table_ooi (2164132): data_process.name","the dataprocess instance that produced this dataproduct"
"2360587","","2","2160400","2164132","","T03","unknown1108","table_ooi (2164132): data_product.description",""
"2360590","","1","2164137","2163153","","V03","unknown1280","N/A",""
"2360591","","1","2164138","2164137","","G01","unknown784","N/A",""
"2360593","","0","2164888","2164141","","B01","subscriptions","table_ooi","just the resources to which the user is subscribed"
"2360594","","0","2164887","2164145","2090389","B01","unknown_0594 delivery mode options (Immediately, daily digest)","resource.variables","Link to ION Notification Setting Variables"
"2360597","","0","2164151","2163133","","G01","unknown790","N/A",""
"2360598","","0","2163930","2164152","","B01","unknown258","N/A",""
"2360599","","0","2161410","2164152","2090389","B02","resource.name","resource.name",""
"2360600","","0","2164152","2163133","","G01","unknown791","N/A",""
"2360602","","0","2164155","2163154","","V02","unknown1282","N/A",""
"2360603","","0","2164293","2164159","","L01","unknown1066","map_ooi (2164253):list_ooi (2164159): focal_resource.GeospatialBounds","Center of the bounds of the Device's site"
"2360604","","0","2163083","2164154","","B02","unknown396","table_ooi","associated Devices and Data Products - filters and selections in table affect map"
"2360605","","0","2164599","2164160","","L02","unknown1073","list_ooi (2164160): icon_ooi","data products that are shown on the map"
"2360606","","0","2164160","2163813","","B02","unknown434","list_ooi",""
"2360607","","0","2163083","2164162","","B02","unknown397","table_ooi","associated Devices and Data Produc"
"2360608","","0","2164164","2164163","","B02","unknown436","computed.provenance",""
"2360609","","0","2164164","2164165","","B02","unknown437","data_product.provenance",""
"2360611","","0","2164162","2164155","","G01","unknown793","N/A",""
"2360612","","0","2164170","2163966","","L03","unknown1077","radiobutton_ooi",""
"2360613","","0","2163083","2164163","","B03","unknown477","table_ooi",""
"2360614","","0","2163083","2164165","","B03","unknown478","table_ooi",""
"2360615","","0","2163083","2164166","","B02","unknown398","table_ooi",""
"2360616","","0","2163083","2164172","","B02","unknown399","table_ooi",""
"2360617","","0","2164172","2164155","","G01","unknown796","N/A",""
"2360619","","0","2164176","2163154","","V02","unknown1283","N/A",""
"2360620","","0","2164177","2163154","","V02","unknown1284","N/A",""
"2360621","","0","2164163","2164177","","G01","unknown794","N/A",""
"2360622","","0","2164165","2164177","","G02","unknown890","N/A",""
"2360624","","2","2162472","2164178","","B02","unknown385","resource.ts_created",""
"2360625","","0","2162594","2164178","","B03","unknown471","resource.ts_updated",""
"2360626","","0","2160473","2164179","","B01","unknown99","text_extended_ooi",""
"2360629","","","2163884","2164180","","B03","resource.contacts.1","attribute_group_ooi","primary contact for the externaldataset"
"2360630","","0","2163884","2164180","","B05","resource.contacts.1","attribute_group_ooi","alternate_contact for the externaldataset"
"2360631","","0","2164183","2164182","","B01","unknown294","map_context_ooi",""
"2360632","","0","2160388","2164186","","G012","unknown864","device.description","description of device that is original source of the data"
"2360633","","0","2161398","2164186","","G01","unknown673","device.name","device that is original source of the data"
"2360634","","0","2163884","2164186","","G03","unknown932","attribute_group_ooi","contact for the device that is original source of the data"
"2360635","","0","2164191","2164188","","B04","unknown549","N/A",""
"2360637","","0","2164192","2164188","","B07","unknown626","N/A",""
"2360638","","0","2164195","2164188","","B08","unknown632","dataset_description.data_sampling",""
"2360639","","0","2164198","2163152","","V07","unknown1285","N/A",""
"2360643","","0","2164157","2164018","","B04","deployed_site.constraint_list.0","focal_resource.GeospatialBounds","The horizontal bounds of the Device's site"
"2360644","","0","2164200","2164018","","B05","deployed_site.constraint_list.0","focal_resource.GeospatialBounds","The vertical bounds of the Device's site"
"2360645","","2","2164080","2164018","","B06","deployed_site.coordinate_reference_system","attribute_group_ooi","Reference system used to specify the bounds for the site on which the device is deployed"
"2360646","","0","2164393","2164018","","B07","deployed_site.constraint_list.1","focal_resource.TemporalBounds","The temporal bounds of the Device's site"
"2360649","","0","2163913","2163017","","B04","deployed_site.constraint_list.0","focal_resource.GeospatialBounds","The horizontal bounds of the PlatformSite"
"2360650","","0","2164202","2163017","","B05","deployed_site.constraint_list.0","focal_resource.GeospatialBounds","The horizontal bounds of the PlatformSite"
"2360651","","2","2164080","2163017","","B06","deployed_site.coordinate_reference_system","attribute_group_ooi",""
"2360652","","0","2164391","2163017","","B07","deployed_site.constraint_list.1","focal_resource.TemporalBounds","The temporal bounds of the PlatformSite"
"2360654","","0","2164389","2164084","","B06","resource.constraint_list.1","focal_resource.TemporalBounds","The temporal bounds of the Site"
"2360655","","0","2163913","2164007","","B03","unknown485","focal_resource.GeospatialBounds","The horizontal bounds of the Station of Deployment"
"2360656","","0","2164202","2164007","","B04","unknown548","focal_resource.GeospatialBounds","The vertical bounds of the Station of deployment"
"2360657","","2","2164080","2164007","","B05","unknown_0657","attribute_group_ooi",""
"2360664","","0","2163884","2164066","","B05","resource.contacts.1","attribute_group_ooi","secondary contact"
"2360665","","0","2163001","2164207","","B01","unknown158","attribute_group_ooi",""
"2360668","","0","2163933","2164211","","B01","unknown264","list_ooi","list of latest value for each variable in primary, non-derived engineering dataproduct for this resource"
"2360669","","0","2163935","2163095","","B01","computed.recent_granules.value","chart_ooi","parameters that contain actual measured data values"
"2360671","","0","2164215","2163155","","G01","unknown801","N/A",""
"2360673","","0","2161460","2164215","2090389","B01","unknown148","subsite.name","bounds containing the devices in this resource"
"2360674","","0","2164216","2163155","","G01","unknown802","N/A",""
"2360678","","0","2164218","2163155","","G01","unknown804","N/A",""
"2360680","","0","2164219","2163155","","G01","unknown805","N/A",""
"2360681","","0","2161417","2164219","2090389","B01","unknown134","org.name","bounds containing the devices in this resource"
"2360683","","0","2161453","2164220","2090389","B01","unknown145","text_short_ooi","bounds containing the devices in this resource"
"2360685","","0","2163912","2164109","","C01","unknown657","map_context_ooi (2164109): focal_resource.GeospatialBounds","The horizontal bounds of the ObservatorySite"
"2360687","","2","2164080","2163089","","B05","resource.geospatial_coordinate_reference_system","attribute_group_ooi",""
"2360690","","0","2164223","2163089","","B03","resource.geospatial_bounds","computed.geospatial_bounds","The vertical bounds of the DataProduct's bounds"
