Scenario,ID,owner_id,lcstate,org_ids,stream_def_id,persist_metadata,persist_data,geo_constraint_id,coordinate_system_id,contact_ids,dp/name,dp/description,dp/processing_level_code,dp/quality_control_level,dp/ISO_spatial_representation_type,dp/ooi_short_name,dp/ooi_product_name,obsolete/available_formats,dp/license_uri,dp/exclusive_rights_status,dp/exclusive_rights_end_date,dp/exclusive_rights_notes,param_dict_type,parent
PREST,DPROD69,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef51,TRUE,TRUE,GEO_UW,SUBMERGED,"M_MANAGER,O_OWNERREP",PREST Configuration Data,PREST Configuration data from SBE 54 Tsunami Pressure Sensor instrument at RSN,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,prest_configuration_data,
PREST,DPROD70,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef52,TRUE,TRUE,GEO_UW,SUBMERGED,"M_MANAGER,O_OWNERREP",PREST Device Status,PREST Device Status data from SBE 54 Tsunami Pressure Sensor instrument at RSN,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,prest_device_status,
PREST,DPROD71,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef53,TRUE,TRUE,GEO_UW,SUBMERGED,"M_MANAGER,O_OWNERREP",PREST Event Counter,PREST Event Counter data from SBE 54 Tsunami Pressure Sensor instrument at RSN,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,prest_event_counter,
PREST,DPROD72,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef54,TRUE,TRUE,GEO_UW,SUBMERGED,"M_MANAGER,O_OWNERREP",PREST Hardware Data,PREST Hardware Data from SBE 54 Tsunami Pressure Sensor instrument at RSN,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,prest_hardware_data,
PREST,DPROD73,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef49,TRUE,TRUE,GEO_UW,SUBMERGED,"M_MANAGER,O_OWNERREP",PREST L0 absolute_pressure from Real Time Data,PREST L0 (absolute_pressure) from SBE 54 Tsunami Pressure Sensor instrument at RSN,L0,a,textTable,,,"csv,netcdf",,Public,,,prest_real_time,
PREST,DPROD74,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef89,TRUE,TRUE,GEO_UW,SUBMERGED,"M_MANAGER,O_OWNERREP",PREST L1 Seafloor Pressure,"SFLPRES_L1 (Seafloor Pressure)  from SBE 54 Tsunami Pressure Sensor instrument at RSN
",L1,a,textTable,,,"csv,netcdf",,Public,,,prest_l1_pressure,
CTDBP,DP_ID7,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef35,TRUE,TRUE,GEO_WHOI2,SUBMERGED,"M_MANAGER,O_OWNERREP",CTDBP parsed sample from device ID7,CTD Stream from seabird16plusV2 instrument at Woods Hole,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,ctdbp_cdef_sample,
CTDBP,DP_ID7_RAW,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef23,TRUE,TRUE,GEO_WHOI2,SUBMERGED,"M_MANAGER,O_OWNERREP",CTDBP raw from device ID7,Raw CTD Stream from seabird16plusV2 instrument at Woods Hole,Raw,a,textTable,,,"csv,netcdf",,Public,,,raw,
CTDBP,DPROD75,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef36,TRUE,TRUE,GEO_WHOI2,SUBMERGED,"M_MANAGER,O_OWNERREP",CTDBP status from device ID7,CTD Status from seabird16plusV2 instrument at Woods Hole,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,ctdbp_cdef_status,
CTDBP,DPROD76,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef37,TRUE,TRUE,GEO_WHOI2,SUBMERGED,"M_MANAGER,O_OWNERREP",CTDBP calibration coefficients from device ID7,CTD Calibration Coefficients from seabird16plusV2 instrument at Woods Hole,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,ctdbp_cdef_calibration_coefficients,
CTDBP,DPROD77,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef94,TRUE,TRUE,GEO_WHOI2,SUBMERGED,"M_MANAGER,O_OWNERREP","CTDBP cdef L0 (CONDWAT, TEMPWAT, PRESWAT)","OOI Core L0 Data Product from the CTDBP for CONDWAT, TEMPWAT, & PRESWAT",L0,a,textTable,,,"csv,netcdf",,Public,,,ctdbp_cdef_L0,
CTDBP,DPROD78,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef95,TRUE,TRUE,GEO_WHOI2,SUBMERGED,"M_MANAGER,O_OWNERREP","CTDBP cdef L1 (CONDWAT, TEMPWAT, PRESWAT)","OOI Core L1 Conductivity Data Product from the CTDBP for CONDWAT, TEMPWAT, & PRESWAT",L1,b,textTable,,,"csv,netcdf",,Public,,,ctdbp_cdef_L1,
CTDBP,DPROD79,USER_1,DEPLOYED_PRIVATE,MF_3,StreamDef96,TRUE,TRUE,GEO_WHOI2,SUBMERGED,"M_MANAGER,O_OWNERREP",CTDBP cdef L2 PRACSAL,OOI Core L2 Calculated Practical Salinity from the CTDBP on Beta Demonstration Platform,L2,b,textTable,,,"csv,netcdf",,Public,,,ctdbp_cdef_L2_pracsal,
CTDBP,DPROD80,USER_1,INTEGRATED_DISCOVERABLE,MF_3,StreamDef97,TRUE,TRUE,GEO_WHOI2,SUBMERGED,"M_MANAGER,O_OWNERREP",CTDBP cdef L2 DENSITY,OOI Core L2 Calculated Density from the CTDBP on Beta Demonstration Platform,L2,b,textTable,,,"csv,netcdf",,Public,,,ctdbp_cdef_L2_density,
TMPSF,DPROD81,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef103,TRUE,TRUE,GEO_WHOI2,SUBMERGED,"M_MANAGER,O_OWNERREP",TMPSF sample from ID15,TMPSF sample data from device,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,tmpsf_sample,
TMPSF,DPROD82,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef104,TRUE,TRUE,GEO_WHOI2,SUBMERGED,"M_MANAGER,O_OWNERREP",TMPSF eng from ID15,TMPSF engineering data from device,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,tmpsf_engineering,
TMPSF,DPROD81_RAW,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef23,TRUE,TRUE,GEO_WHOI2,SUBMERGED,"M_MANAGER,O_OWNERREP",TMPSF raw from device ID15,Raw TMPSF Stream from device,Raw,a,textTable,,,"csv,netcdf",,Public,,,raw,
VEL3D_B,DPROD83,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef47,TRUE,TRUE,GEO_WHOI2,SUBMERGED,"M_MANAGER,O_OWNERREP",vel3d sample from ID16,VEL3D sample data from device,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,vel3d_b_sample,
VEL3D_B,DPROD84,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef48,TRUE,TRUE,GEO_WHOI2,SUBMERGED,"M_MANAGER,O_OWNERREP",vel3d eng from ID16,VEL3D engineering data from device,Parsed_Canonical,a,textTable,,,"csv,netcdf",,Public,,,vel3d_b_engineering,
VEL3D_B,DPROD83_RAW,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef23,TRUE,TRUE,GEO_WHOI2,SUBMERGED,"M_MANAGER,O_OWNERREP",vel3d raw from device ID16,Raw VEL3D Stream from device,Raw,a,textTable,,,"csv,netcdf",,Public,,,raw,
BETA,DPROD85,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef107,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE Simulator Parsed Data Product,Parsed Data Product,Parsed_Canonical,b,textTable,,,"csv,netcdf",,Public,,,ctd_simulator,
BETA,DPROD86,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef108,FALSE,FALSE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE Simulator TEMPWAT,TEMPWAT,L1,b,textTable,,,"csv,netcdf",,Public,,,ctd_simulator,DPROD85
BETA,DPROD87,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef109,FALSE,FALSE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE Simulator PRESWAT,PRESWAT,L1,b,textTable,,,"csv,netcdf",,Public,,,ctd_simulator,DPROD85
BETA,DPROD88,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef110,FALSE,FALSE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE Simulator CONDWAT,CONDWAT,L1,b,textTable,,,"csv,netcdf",,Public,,,ctd_simulator,DPROD85
BETA,DPROD89,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef111,FALSE,FALSE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE Simulator PRACSAL,PRACSAL,L2,b,textTable,,,"csv,netcdf",,Public,,,ctd_simulator,DPROD85
BETA,DPROD90,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef112,FALSE,FALSE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE Simulator DENSITY,DENSITY,L2,b,textTable,,,"csv,netcdf",,Public,,,ctd_simulator,DPROD85
BETA,DPROD91,USER_1,DEPLOYED_AVAILABLE,MF_3,StreamDef11,TRUE,TRUE,GEO2,SUBMERGED,"M_MANAGER,O_OWNERREP",SBE Simulator Raw Data Product,Raw stream from SBE37 simulator on Beta System,Raw,a,textTable,,,"csv,netcdf",,Public,,,raw,
