Textbox8,tbToday
Subsite Attributes Report,Report Generated: 10/30/2012

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"
GS05MOAS,Southern Ocean Mobile Assets,depth_port_min,
GS05MOAS,Southern Ocean Mobile Assets,depth_subsite,
GS05MOAS,Southern Ocean Mobile Assets,First Deployment Date,2015-01
GS05MOAS,Southern Ocean Mobile Assets,latitude,
GS05MOAS,Southern Ocean Mobile Assets,longitude,
GS05MOAS,Southern Ocean Mobile Assets,Platform Agent Type,Shore CyberPoP - Open Ocean Glider Dock Server
GS05MOAS,Southern Ocean Mobile Assets,Relative Depth,
RS01SBVM,Slope Base Vertical Mooring,depth_port_max,
RS01SBVM,Slope Base Vertical Mooring,depth_port_min,
RS01SBVM,Slope Base Vertical Mooring,depth_subsite,2906
RS01SBVM,Slope Base Vertical Mooring,First Deployment Date,2014-08
RS01SBVM,Slope Base Vertical Mooring,latitude,44.55404
RS01SBVM,Slope Base Vertical Mooring,longitude,125.35235
RS01SBVM,Slope Base Vertical Mooring,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SBVM,Slope Base Vertical Mooring,Relative Depth,
RS01SLBS,Slope Base,depth_port_max,
RS01SLBS,Slope Base,depth_port_min,
RS01SLBS,Slope Base,depth_subsite,2906
RS01SLBS,Slope Base,First Deployment Date,2013-08
RS01SLBS,Slope Base,latitude,44.55404
RS01SLBS,Slope Base,longitude,125.35235
RS01SLBS,Slope Base,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SLBS,Slope Base,Relative Depth,
RS01SUM1,Southern Hydrate Summit 1,depth_port_max,
RS01SUM1,Southern Hydrate Summit 1,depth_port_min,
RS01SUM1,Southern Hydrate Summit 1,depth_subsite,807
RS01SUM1,Southern Hydrate Summit 1,First Deployment Date,2013-08
RS01SUM1,Southern Hydrate Summit 1,latitude,44.568
RS01SUM1,Southern Hydrate Summit 1,longitude,125.15
RS01SUM1,Southern Hydrate Summit 1,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SUM1,Southern Hydrate Summit 1,Relative Depth,
RS01SUM2,Southern Hydrate Summit 2,depth_port_max,
RS01SUM2,Southern Hydrate Summit 2,depth_port_min,
RS01SUM2,Southern Hydrate Summit 2,depth_subsite,811
RS01SUM2,Southern Hydrate Summit 2,First Deployment Date,2013-08
RS01SUM2,Southern Hydrate Summit 2,latitude,44.57
RS01SUM2,Southern Hydrate Summit 2,longitude,125.147
RS01SUM2,Southern Hydrate Summit 2,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS01SUM2,Southern Hydrate Summit 2,Relative Depth,
RS03ASHS,Ashes,depth_port_max,
RS03ASHS,Ashes,depth_port_min,
RS03ASHS,Ashes,depth_subsite,1552
RS03ASHS,Ashes,First Deployment Date,2013-08
RS03ASHS,Ashes,latitude,45.93619
RS03ASHS,Ashes,longitude,130.01417
RS03ASHS,Ashes,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03ASHS,Ashes,Relative Depth,
RS03AXBS,Axial Base,depth_port_max,
RS03AXBS,Axial Base,depth_port_min,
RS03AXBS,Axial Base,depth_subsite,2654
RS03AXBS,Axial Base,First Deployment Date,2013-08
RS03AXBS,Axial Base,latitude,46.10815
RS03AXBS,Axial Base,longitude,129.61816
RS03AXBS,Axial Base,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXBS,Axial Base,Relative Depth,
RS03AXVM,Axial Mooring,depth_port_max,
RS03AXVM,Axial Mooring,depth_port_min,
RS03AXVM,Axial Mooring,depth_subsite,2597
RS03AXVM,Axial Mooring,First Deployment Date,2014-08
RS03AXVM,Axial Mooring,latitude,46.06701
RS03AXVM,Axial Mooring,longitude,129.60316
RS03AXVM,Axial Mooring,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03AXVM,Axial Mooring,Relative Depth,
RS03CCAL,Central Caldera,depth_port_max,
RS03CCAL,Central Caldera,depth_port_min,
RS03CCAL,Central Caldera,depth_subsite,1584
RS03CCAL,Central Caldera,First Deployment Date,2013-08
RS03CCAL,Central Caldera,latitude,45.97618
RS03CCAL,Central Caldera,longitude,130.02011
RS03CCAL,Central Caldera,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03CCAL,Central Caldera,Relative Depth,
RS03ECAL,Eastern Caldera,depth_port_max,
RS03ECAL,Eastern Caldera,depth_port_min,
RS03ECAL,Eastern Caldera,depth_subsite,1518
RS03ECAL,Eastern Caldera,First Deployment Date,2013-08
RS03ECAL,Eastern Caldera,latitude,45.94801
RS03ECAL,Eastern Caldera,longitude,129.98053
RS03ECAL,Eastern Caldera,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03ECAL,Eastern Caldera,Relative Depth,
RS03INT1,International District 1,depth_port_max,
RS03INT1,International District 1,depth_port_min,
RS03INT1,International District 1,depth_subsite,1551
RS03INT1,International District 1,First Deployment Date,2013-08
RS03INT1,International District 1,latitude,45.9357
RS03INT1,International District 1,longitude,130.01533
RS03INT1,International District 1,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03INT1,International District 1,Relative Depth,
RS03INT2,International District 2,depth_port_max,
RS03INT2,International District 2,depth_port_min,
RS03INT2,International District 2,depth_subsite,1554
RS03INT2,International District 2,First Deployment Date,2013-08
RS03INT2,International District 2,latitude,45.93567
RS03INT2,International District 2,longitude,130.01394
RS03INT2,International District 2,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
RS03INT2,International District 2,Relative Depth,

